!!SBtab	SBtabVersion=’1.0’	TableType=’Reaction’	TableName=’K. brasiliensis SBTab Reaction Table’
!ID	!ReactionFormula	!Identifiers:kegg.reaction	!Identifiers:biocyc	!Gene:Symbol	!IsReversible	!SBML:reaction:id
sbtabreact421	C00002 + C00024 + C00288 <=> C00080 + C00083 + C00009 + C00008		ACETYL__45__COA__45__CARBOXYLTRANSFER__45__RXN	testGeneSymbol421	False	sbtabreact421
sbtabreact422	C09819 + C00006 <=> C09820 + C00005 + C00080		RXN__45__905	testGeneSymbol422	True	sbtabreact422
sbtabreact423	Long__45__Chain__45__3S__45__Hydroxyacyl__45__CoAs <=> Long__45__Chain__45__Trans__45__23__45__Dehydroacyl__45__CoA + C00001		LONG__45__CHAIN__45__ENOYL__45__COA__45__HYDRATASE__45__RXN	testGeneSymbol423	True	sbtabreact423
sbtabreact424	C06428 + C00002 + C00010 <=> CPD__45__14018 + C00013 + C00020		RXN__45__12978	testGeneSymbol424	False	sbtabreact424
sbtabreact425	GlcA__45__Gal__45__Gal__45__Xyl__45__Proteins + C00043 <=> C15656 + C00080 + C00015		_2__46__4__46__1__46__223__45__RXN	testGeneSymbol425	True	sbtabreact425
sbtabreact426	CPD0__45__1163 + C00003 <=> CPD__45__15244 + C00004 + C00080		RXN__45__14393	testGeneSymbol426	True	sbtabreact426
sbtabreact427	C00002 + C06427 + C00010 <=> C16162 + C00013 + C00020		LINOLENOYL__45__RXN	testGeneSymbol427	False	sbtabreact427
sbtabreact428	C03561 + C00003 <=> C00332 + C00004 + C00080		RXN66__45__485__45__CPD__45__650__47__NAD__47____47__ACETOACETYL__45__COA__47__NADH__47__PROTON__46__41__46__	testGeneSymbol428	False	sbtabreact428
sbtabreact429	POLYMER__45__INST__45__D__45__3__45__HYDROXYACYL__45__COA__45__C2__45__H4 + C00003 <=> C05269 + C00004 + C00080		RXN66__45__485__45__POLYMER__45__INST__45__D__45__3__45__HYDROXYACYL__45__COA__45__C2__45__H4__47__NAD__47____47__K__45__HEXANOYL__45__COA__47__NADH__47__PROTON__46__71__46__	testGeneSymbol429	False	sbtabreact429
sbtabreact430	POLYMER__45__INST__45__D__45__3__45__HYDROXYACYL__45__COA__45__C4__45__H8 + C00003 <=> C05267 + C00004 + C00080		RXN66__45__485__45__POLYMER__45__INST__45__D__45__3__45__HYDROXYACYL__45__COA__45__C4__45__H8__47__NAD__47____47__CPD0__45__2106__47__NADH__47__PROTON__46__66__46__	testGeneSymbol430	False	sbtabreact430
sbtabreact431	CPD__45__12777 + C00003 <=> C05265 + C00004 + C00080		RXN66__45__485__45__CPD__45__12777__47__NAD__47____47__CPD0__45__2123__47__NADH__47__PROTON__46__37__46__	testGeneSymbol431	False	sbtabreact431
sbtabreact432	POLYMER__45__INST__45__D__45__3__45__HYDROXYACYL__45__COA__45__C8__45__H16 + C00003 <=> C05263 + C00004 + C00080		RXN66__45__485__45__POLYMER__45__INST__45__D__45__3__45__HYDROXYACYL__45__COA__45__C8__45__H16__47__NAD__47____47__CPD0__45__2105__47__NADH__47__PROTON__46__67__46__	testGeneSymbol432	False	sbtabreact432
sbtabreact433	POLYMER__45__INST__45__D__45__3__45__HYDROXYACYL__45__COA__45__C10__45__WATER + C00003 <=> C05261 + C00004 + C00080		RXN66__45__485__45__POLYMER__45__INST__45__D__45__3__45__HYDROXYACYL__45__COA__45__C10__45__H20__47__NAD__47____47__CPD__45__10284__47__NADH__47__PROTON__46__68__46__	testGeneSymbol433	False	sbtabreact433
sbtabreact434	POLYMER__45__INST__45__D__45__3__45__HYDROXYACYL__45__COA__45__C12__45__H24 + C00003 <=> C05259 + C00004 + C00080		RXN66__45__485__45__POLYMER__45__INST__45__D__45__3__45__HYDROXYACYL__45__COA__45__C12__45__H24__47__NAD__47____47__3__45__OXOPALMITOYL__45__COA__47__NADH__47__PROTON__46__77__46__	testGeneSymbol434	False	sbtabreact434
sbtabreact435	C16217 + C00003 <=> POLYMER__45__INST__45__3__45__KETOACYL__45__COA__45__C14__45__H28 + C00004 + C00080		RXN66__45__485__45__CPD__45__10261__47__NAD__47____47__POLYMER__45__INST__45__3__45__KETOACYL__45__COA__45__C14__45__H28__47__NADH__47__PROTON__46__63__46__	testGeneSymbol435	False	sbtabreact435
sbtabreact436	CPD__45__14275 + C00003 <=> CPD__45__14271 + C00004 + C00080		RXN66__45__485__45__CPD__45__14275__47__NAD__47____47__CPD__45__14271__47__NADH__47__PROTON__46__37__46__	testGeneSymbol436	False	sbtabreact436
sbtabreact437	C02341 + C00019 <=> C11515 + C00021		_2__46__1__46__1__46__145__45__RXN	testGeneSymbol437	True	sbtabreact437
sbtabreact438	C00506 + C00026 <=> C05528 + C00025		RXN__45__11737	testGeneSymbol438	True	sbtabreact438
sbtabreact439	C00049 + C00026 <=> C00025 + C00036		ASPAMINOTRANS__45__RXN	testGeneSymbol439	True	sbtabreact439
sbtabreact440	C01697 + C00003 <=> CPD__45__13036 + C00004 + C00080		RXN__45__12079	testGeneSymbol440	False	sbtabreact440
sbtabreact441	C00080 + C00065 + C00154 <=> C00011 + C02934 + C00010		SERINE__45__C__45__PALMITOYLTRANSFERASE__45__RXN	testGeneSymbol441	False	sbtabreact441
sbtabreact442	C00001 + C00919 <=> C00080 + C00059 + C00114		CHOLINE__45__SULFATASE__45__RXN	testGeneSymbol442	False	sbtabreact442
sbtabreact443	C00320 + C01326 <=> C00080 + C00094 + C01755		THIOSULFATE__45__SULFURTRANSFERASE__45__RXN	testGeneSymbol443	False	sbtabreact443
sbtabreact444	C03561 <=> C00001 + C00877		_3__45__HYDROXBUTYRYL__45__COA__45__DEHYDRATASE__45__RXN	testGeneSymbol444	True	sbtabreact444
sbtabreact445	C00556 + C00003 <=> C00080 + C00261 + C00004		BENZYL__45__ALC__45__DEHYDROGENASE__45__RXN	testGeneSymbol445	True	sbtabreact445
sbtabreact446	C06430 + C00003 + C00001 <=> C00818 + C00004 + C00080		RXN__45__14225	testGeneSymbol446	True	sbtabreact446
sbtabreact447	C00116 + C00006 <=> C02426 + C00005 + C00080		RXN__45__11382	testGeneSymbol447	True	sbtabreact447
sbtabreact448	Odd__45__Straight__45__Chain__45__234__45__Sat__45__FALD + C00003 + C00001 <=> Odd__45__Straight__45__Chain__45__234__45__Sat__45__FA + C00004 + C00080		RXN66__45__476	testGeneSymbol448	True	sbtabreact448
sbtabreact449	C05583 + C00003 + C00001 <=> C05584 + C00004 + C00080		RXN__45__10917	testGeneSymbol449	True	sbtabreact449
sbtabreact450	C02588 + C00001 <=> C00473 + C00249 + C00080		_3__46__1__46__1__46__64__45__RXN	testGeneSymbol450	False	sbtabreact450
sbtabreact451	C00546 + C00005 + C00080 <=> C00424 + C00006		_1__46__1__46__1__46__283__45__RXN	testGeneSymbol451	False	sbtabreact451
sbtabreact452	C05634 + C00003 + C00001 <=> C05635 + C00004 + C00080		RXN__45__10780	testGeneSymbol452	True	sbtabreact452
sbtabreact453	CPD__45__15190 + C00005 + C00007 + C00080 <=> CPD__45__15191 + C00006 + C00001		RXN__45__14292	testGeneSymbol453	False	sbtabreact453
sbtabreact454	C20635 + C00001 <=> C00080 + C00954 + C00132		RXN__45__10711	testGeneSymbol454	False	sbtabreact454
sbtabreact455	CPD__45__13174 + C00001 <=> CPD__45__13172 + C02323 + C00080		RXN__45__12252	testGeneSymbol455	False	sbtabreact455
sbtabreact456	C02576 + C00003 + C00001 <=> CPD__45__12443 + C00004 + C00080		RXN__45__14280	testGeneSymbol456	True	sbtabreact456
sbtabreact457	C11512 + C00001 <=> C08491 + C00132 + C00080		RXN__45__10767	testGeneSymbol457	False	sbtabreact457
sbtabreact458	C12305 + C00001 <=> C00080 + C00805 + C00132		RXNQT__45__4366	testGeneSymbol458	False	sbtabreact458
sbtabreact459	C05130 + C00001 + C00003 <=> C02835 + C00004 + C00080		RXN__45__10089	testGeneSymbol459	True	sbtabreact459
sbtabreact460	C02391 + C00001 <=> C00069 + C00060 + C00080		CARBOXYLESTERASE__45__RXN	testGeneSymbol460	False	sbtabreact460
sbtabreact461	C00492 + C00001 <=> C00984 + C00089		RXN__45__11502	testGeneSymbol461	False	sbtabreact461
sbtabreact462	C05577 + C00003 + C00001 <=> C05580 + C00004 + C00080		RXN__45__10912	testGeneSymbol462	True	sbtabreact462
sbtabreact463	C00052 + B__45__Gal__45__14__45__NacGlc__45__R <=> C04855 + C00080 + C00015		_2__46__4__46__1__46__151__45__RXN	testGeneSymbol463	False	sbtabreact463
sbtabreact464	CPD__45__10472 + C00001 + C00003 <=> C04022 + C00004 + C00080		RXN__45__9758	testGeneSymbol464	True	sbtabreact464
sbtabreact465	C05985 + C00003 + C00001 <=> C00804 + C00004 + C00080		RXN__45__14224	testGeneSymbol465	True	sbtabreact465
sbtabreact466	_2__45__Me__45__Branched__45__234__45__Sat__45__FALD + C00003 + C00001 <=> _2__45__Me__45__Branched__45__234__45__Sat__45__FA + C00004 + C00080		RXN66__45__472	testGeneSymbol466	True	sbtabreact466
sbtabreact467	C00118 + C00003 + C00001 <=> C00197 + C00004 + C00080		RXN__45__3443	testGeneSymbol467	False	sbtabreact467
sbtabreact468	C04043 + C00003 + C00001 <=> C00080 + C01161 + C00004		RXN6666__45__5	testGeneSymbol468	True	sbtabreact468
sbtabreact469	C00258 + C00003 <=> C00080 + C01146 + C00004		RXN0__45__5289	testGeneSymbol469	True	sbtabreact469
sbtabreact470	C00146 + C00007 + C00005 + C00080 <=> C00090 + C00001 + C00006		PHENOL__45__2__45__MONOOXYGENASE__45__RXN	testGeneSymbol470	False	sbtabreact470
sbtabreact471	C00048 + C00065 <=> C00168 + C00037		SERINE__45__GLYOXYLATE__45__AMINOTRANSFERASE__45__RXN	testGeneSymbol471	True	sbtabreact471
sbtabreact472	C00080 + C00168 + C00004 <=> C00258 + C00003		GLYCERATE__45__DEHYDROGENASE__45__RXN	testGeneSymbol472	False	sbtabreact472
sbtabreact473	C00080 + C00168 + C00005 <=> C00258 + C00006		RXN0__45__300	testGeneSymbol473	False	sbtabreact473
sbtabreact474	C05271 + C00001 <=> C05268		ENOYL__45__COA__45__HYDRAT__45__RXN__45__OH__45__HEXANOYL__45__COA__47____47__CPD0__45__2121__47__WATER__46__33__46__	testGeneSymbol474	False	sbtabreact474
sbtabreact475	C05276 + C00001 <=> C05266		RXN__45__14276	testGeneSymbol475	True	sbtabreact475
sbtabreact476	C03221 + C00001 <=> POLYMER__45__INST__45__L__45__3__45__HYDROXYACYL__45__COA__45__C8__45__H16		ENOYL__45__COA__45__HYDRAT__45__RXN__45__POLYMER__45__INST__45__L__45__3__45__HYDROXYACYL__45__COA__45__C8__45__H16__47____47__CPD__45__7222__47__WATER__46__56__46__	testGeneSymbol476	False	sbtabreact476
sbtabreact477	POLYMER__45__INST__45__TRANS__45__D2__45__ENOYL__45__COA__45__C10__45__WATER + C00001 <=> POLYMER__45__INST__45__L__45__3__45__HYDROXYACYL__45__COA__45__C10__45__WATER		ENOYL__45__COA__45__HYDRAT__45__RXN__45__POLYMER__45__INST__45__L__45__3__45__HYDROXYACYL__45__COA__45__C10__45__H20__47____47__POLYMER__45__INST__45__TRANS__45__D2__45__ENOYL__45__COA__45__C10__45__H20__47__WATER__46__88__46__	testGeneSymbol477	False	sbtabreact477
sbtabreact478	POLYMER__45__INST__45__TRANS__45__D2__45__ENOYL__45__COA__45__C12__45__H24 + C00001 <=> C05258		ENOYL__45__COA__45__HYDRAT__45__RXN__45__CPD0__45__2232__47____47__POLYMER__45__INST__45__TRANS__45__D2__45__ENOYL__45__COA__45__C12__45__H24__47__WATER__46__57__46__	testGeneSymbol478	False	sbtabreact478
sbtabreact479	C16218 + C00001 <=> POLYMER__45__INST__45__L__45__3__45__HYDROXYACYL__45__COA__45__C14__45__H28		ENOYL__45__COA__45__HYDRAT__45__RXN__45__POLYMER__45__INST__45__L__45__3__45__HYDROXYACYL__45__COA__45__C14__45__H28__47____47__CPD__45__10262__47__WATER__46__58__46__	testGeneSymbol479	False	sbtabreact479
sbtabreact480	POLYMER__45__INST__45__TRANS__45__D2__45__ENOYL__45__COA__45__C16__45__H32 + C00001 <=> POLYMER__45__INST__45__L__45__3__45__HYDROXYACYL__45__COA__45__C16__45__H32		ENOYL__45__COA__45__HYDRAT__45__RXN__45__POLYMER__45__INST__45__L__45__3__45__HYDROXYACYL__45__COA__45__C16__45__H32__47____47__POLYMER__45__INST__45__TRANS__45__D2__45__ENOYL__45__COA__45__C16__45__H32__47__WATER__46__88__46__	testGeneSymbol480	False	sbtabreact480
sbtabreact481	C00104 + C00001 <=> C00130 + C00009 + C00080		NUCLEOSIDE__45__DIPHOSPHATASE__45__RXN__45__IDP__47__WATER__47____47__IMP__47__Pi__47__PROTON__46__25__46__	testGeneSymbol481	True	sbtabreact481
sbtabreact482	C00015 + C00001 <=> C00009 + C00105 + C00080		RXN__45__12197	testGeneSymbol482	False	sbtabreact482
sbtabreact483	C00112 + C00001 <=> C00009 + C00055 + C00080		RXN__45__12198	testGeneSymbol483	False	sbtabreact483
sbtabreact484	C01346 + C00001 <=> C00365 + C00009 + C00080		NUCLEOSIDE__45__DIPHOSPHATASE__45__RXN__45__DUDP__47__WATER__47____47__DUMP__47__Pi__47__PROTON__46__27__46__	testGeneSymbol484	True	sbtabreact484
sbtabreact485	C00363 + C00001 <=> C00364 + C00009 + C00080		NUCLEOSIDE__45__DIPHOSPHATASE__45__RXN__45__TDP__47__WATER__47____47__TMP__47__Pi__47__PROTON__46__25__46__	testGeneSymbol485	True	sbtabreact485
sbtabreact486	Saturated__45__Fatty__45__Acyl__45__CoA + C04253 + C00080 <=> C00658 + ETF__45__Reduced		ACYLCOADEHYDROG__45__RXN	testGeneSymbol486	False	sbtabreact486
sbtabreact487	C00044 + C00001 <=> C00080 + C00035 + C00009		RXN0__45__5462	testGeneSymbol487	False	sbtabreact487
sbtabreact488	C00257 + C00006 <=> C06473 + C00005 + C00080		GLUCONATE__45__2__45__DEHYDROGENASE__45__RXN	testGeneSymbol488	False	sbtabreact488
sbtabreact489	C13870 + C00001 <=> C00080 + CPD__45__13040 + C00246		RXN__45__12086	testGeneSymbol489	False	sbtabreact489
sbtabreact490	Dietary__45__retinyl__45__esters + C00001 <=> C00473 + C00638 + C00080		RXN__45__12579	testGeneSymbol490	False	sbtabreact490
sbtabreact491	CPD__45__702 + C00006 <=> CPD__45__703 + C00005 + C00080		RXN0__45__5141	testGeneSymbol491	True	sbtabreact491
sbtabreact492	C00064 + C06112 + C00002 + C00001 <=> C00025 + C02282 + C00009 + C00008 + C00080		_6__46__3__46__5__46__7__45__RXN	testGeneSymbol492	False	sbtabreact492
sbtabreact493	C00309 + C00002 <=> C00080 + D__45__RIBULOSE__45__1__45__P + C00008		DARABKIN__45__RXN	testGeneSymbol493	False	sbtabreact493
sbtabreact494	C00031 + C00006 <=> C00198 + C00005 + C00080		GLUCOSE__45__1__45__DEHYDROGENASE__45__RXN	testGeneSymbol494	True	sbtabreact494
sbtabreact495	C01277 + C00001 <=> C00641 + C01220 + C00080		RXN__45__13334	testGeneSymbol495	False	sbtabreact495
sbtabreact496	C02939 + C00016 + C00080 <=> C03069 + C01352		RXN__45__14264	testGeneSymbol496	False	sbtabreact496
sbtabreact497	C04637 + C00001 <=> C00641 + C01245 + C00080		_3__46__1__46__4__46__11__45__RXN	testGeneSymbol497	False	sbtabreact497
sbtabreact498	C04102 + C00154 <=> _1__45__2__45__DIPALMITOYLPHOSPHATIDYLCHOLINE + C00010		RXN__45__15066	testGeneSymbol498	True	sbtabreact498
sbtabreact499	C00007 + C00001 + C00402 <=> C01342 + C00027 + C00036		D__45__ASPARTATE__45__OXIDASE__45__RXN	testGeneSymbol499	False	sbtabreact499
sbtabreact500	C14180 + C00006 <=> C01031 + C00005 + C00080		RXN__45__2962__45__S__45__HYDROXYMETHYLGLUTATHIONE__47__NADP__47____47__CPD__45__548__47__NADPH__47__PROTON__46__54__46__	testGeneSymbol500	False	sbtabreact500
sbtabreact501	C14180 + C00003 <=> C01031 + C00004 + C00080		RXN__45__2962__45__S__45__HYDROXYMETHYLGLUTATHIONE__47__NAD__47____47__CPD__45__548__47__NADH__47__PROTON__46__52__46__	testGeneSymbol501	False	sbtabreact501
sbtabreact502	C19845 + C00041 + C00080 <=> C01092 + C00011 + C00229		RXN__45__11484	testGeneSymbol502	True	sbtabreact502
sbtabreact503	C01342 + C00025 + C00002 <=> C00080 + C00064 + C00008 + C00009		GLUTAMINESYN__45__RXN	testGeneSymbol503	False	sbtabreact503
sbtabreact504	C15613 <=> C17343		RXN__45__9797	testGeneSymbol504	True	sbtabreact504
sbtabreact505	C17345 <=> C17346		RXN__45__9845	testGeneSymbol505	True	sbtabreact505
sbtabreact506	C05232 <=> C05329		_5__46__1__46__99__46__4__45__RXN	testGeneSymbol506	True	sbtabreact506
sbtabreact507	C11557 + C00002 <=> C04637 + C00008 + C00080		_2__46__7__46__1__46__149__45__RXN	testGeneSymbol507	False	sbtabreact507
sbtabreact508	C02782 + C00003 <=> C03926 + C00004 + C00080		KDUD__45__RXN	testGeneSymbol508	True	sbtabreact508
sbtabreact509	C00001 + C03120 <=> C00069 + C00093 + C00080		GLYCPDIESTER__45__RXN	testGeneSymbol509	False	sbtabreact509
sbtabreact510	C01126 + C00006 <=> C03461 + C00005 + C00080		FARNESOL__45__DEHYDROGENASE__45__RXN	testGeneSymbol510	True	sbtabreact510
sbtabreact511	BCCP__45__dimers + C00288 + C00002 <=> C00009 + Carboxybiotin__45__BCCP + C00008 + C00080		BIOTIN__45__CARBOXYL__45__RXN	testGeneSymbol511	False	sbtabreact511
sbtabreact512	N__45__Acetyl__45__beta__45__D__45__Hexosaminides + C00001 <=> N__45__acetyl__45__beta__45__D__45__hexosamines + C00069		_3__46__2__46__1__46__52__45__RXN	testGeneSymbol512	False	sbtabreact512
sbtabreact513	C00007 + C00001 + C00405 <=> C01342 + C00027 + C00161		D__45__AMINO__45__ACID__45__OXIDASE__45__RXN	testGeneSymbol513	False	sbtabreact513
sbtabreact514	C00029 + C15584 <=> C00015 + C03097 + C00080		PHENOL__45__BETA__45__GLUCOSYLTRANSFERASE__45__RXN	testGeneSymbol514	True	sbtabreact514
sbtabreact515	C00032 + C00007 + C00005 + C00080 <=> C00500 + C14818 + C00237 + C00006 + C00001		HEME__45__OXYGENASE__45__DECYCLIZING__45__RXN	testGeneSymbol515	False	sbtabreact515
sbtabreact516	C00739 + C00007 + C00001 <=> C03239 + C01342 + C00027		RXN__45__8163	testGeneSymbol516	False	sbtabreact516
sbtabreact517	C03360 + C00001 <=> C00870 + C00009 + C00080		_4__45__NITROPHENYLPHOSPHATASE__45__RXN	testGeneSymbol517	False	sbtabreact517
sbtabreact518	C00004 + C00001 <=> C00080 + C21113 + C00020		RXN0__45__4401	testGeneSymbol518	True	sbtabreact518
sbtabreact519	C00035 + C00001 <=> C00080 + C00144 + C00009		GUANOSINE__45__DIPHOSPHATASE__45__RXN	testGeneSymbol519	True	sbtabreact519
sbtabreact520	_3__45__oxo__45__hexanoyl__45__ACPs + C00005 + C00080 <=> R__45__3__45__hydroxyhexanoyl__45__ACPs + C00006		RXN__45__9518	testGeneSymbol520	False	sbtabreact520
sbtabreact521	C00080 + C00254 <=> C00166 + C00001 + C00011		PREPHENATEDEHYDRAT__45__RXN	testGeneSymbol521	True	sbtabreact521
sbtabreact522	C02050 + C00007 + C00005 + C00080 <=> C03035 + C00001 + C00006		_1__46__14__46__19__46__3__45__RXN	testGeneSymbol522	False	sbtabreact522
sbtabreact523	C00031 + C00006 <=> C00198 + C00005 + C00080		GLUCOSE__45__1__45__DEHYDROGENASE__45__NADP__43____45__RXN	testGeneSymbol523	True	sbtabreact523
sbtabreact524	C21067 + C00006 <=> C00652 + C00005 + C00080		_1__46__1__46__1__46__117__45__RXN	testGeneSymbol524	False	sbtabreact524
sbtabreact525	C06704 + C00004 <=> Fe2__45__siderophores + C00003 + C00080		FERRIC__45__CHELATE__45__REDUCTASE__45__RXN	testGeneSymbol525	False	sbtabreact525
sbtabreact526	C00065 + C00006 <=> C11822 + C00005 + C00080		RXN0__45__2201	testGeneSymbol526	True	sbtabreact526
sbtabreact527	C03492 + C00097 + C00063 <=> C00080 + C04352 + C00013 + C00055		P__45__PANTOCYSLIG__45__RXN	testGeneSymbol527	False	sbtabreact527
sbtabreact528	C00080 + C04352 <=> C01134 + C00011		P__45__PANTOCYSDECARB__45__RXN	testGeneSymbol528	False	sbtabreact528
sbtabreact529	C00474 + C00003 <=> C00309 + C00004 + C00080		RIBITOL__45__2__45__DEHYDROGENASE__45__RXN	testGeneSymbol529	False	sbtabreact529
sbtabreact530	C00055 + C00001 <=> C00117 + C00380		RXN__45__14065	testGeneSymbol530	False	sbtabreact530
sbtabreact531	C05744 + C00005 + C00080 <=> Beta__45__3__45__hydroxybutyryl__45__ACPs + C00006		RXN__45__9514	testGeneSymbol531	False	sbtabreact531
sbtabreact532	Alpha__45__D__45__Galactosides + C00001 <=> C00984 + Non__45__Galactosylated__45__Galactose__45__Acceptors		RXN__45__12088	testGeneSymbol532	False	sbtabreact532
sbtabreact533	C00001 + C05402 <=> C00984 + C00221		ALPHAGALACTOSID__45__RXN	testGeneSymbol533	False	sbtabreact533
sbtabreact534	_3__45__oxo__45__dodecanoyl__45__ACPs + C00005 + C00080 <=> R__45__3__45__hydroxydodecanoyl__45__ACPs + C00006		RXN__45__9532	testGeneSymbol534	False	sbtabreact534
sbtabreact535	C01613 + C00001 <=> C00492 + C00984		RXN__45__11501	testGeneSymbol535	False	sbtabreact535
sbtabreact536	_3__45__oxo__45__decanoyl__45__ACPs + C00005 + C00080 <=> Beta__45__hydroxydecanoyl__45__ACPs + C00006		RXN__45__9528	testGeneSymbol536	False	sbtabreact536
sbtabreact537	C01235 + C00089 <=> C00137 + C00492		_2__46__4__46__1__46__82__45__RXN	testGeneSymbol537	True	sbtabreact537
sbtabreact538	C00127 + C00005 + C00080 <=> C00051 + C00006		GLUTATHIONE__45__REDUCT__45__NADPH__45__RXN	testGeneSymbol538	False	sbtabreact538
sbtabreact539	C01025 + C00051 + C00080 <=> C01230 + C00127 + C00001		_1__46__11__46__1__46__12__45__RXN	testGeneSymbol539	False	sbtabreact539
sbtabreact540	C00089 + C00001 <=> C00267 + C02336		RXN__45__1461	testGeneSymbol540	False	sbtabreact540
sbtabreact541	_3__45__Oxo__45__octanoyl__45__ACPs + C00005 + C00080 <=> _3__45__Hydroxy__45__octanoyl__45__ACPs + C00006		RXN__45__9524	testGeneSymbol541	False	sbtabreact541
sbtabreact542	C00080 + C00255 + C00005 <=> C01007 + C00006		NADPH__45__DEHYDROGENASE__45__FLAVIN__45__RXN	testGeneSymbol542	False	sbtabreact542
sbtabreact543	C00255 + C00004 + C00080 <=> C01007 + C00003		RXN__45__12445__45__CPD__45__316__47__NAD__47____47__RIBOFLAVIN__47__NADH__47__PROTON__46__36__46__	testGeneSymbol543	False	sbtabreact543
sbtabreact544	C00080 + C00588 + C00063 <=> C00307 + C00013		_2__46__7__46__7__46__15__45__RXN	testGeneSymbol544	False	sbtabreact544
sbtabreact545	C01288 + C00001 <=> C00033 + C04248		_3__46__1__46__1__46__69__45__RXN	testGeneSymbol545	True	sbtabreact545
sbtabreact546	C01194 + C00043 <=> C01288 + C00015 + C00080		_2__46__4__46__1__46__198__45__RXN	testGeneSymbol546	True	sbtabreact546
sbtabreact547	C00245 + C00026 + C00007 <=> C00080 + C00094 + C06735 + C00042 + C00011		RXN0__45__299	testGeneSymbol547	False	sbtabreact547
sbtabreact548	_3__45__oxo__45__myristoyl__45__ACPs + C00005 + C00080 <=> R__45__3__45__hydroxymyristoyl__45__ACPs + C00006		RXN__45__9536	testGeneSymbol548	False	sbtabreact548
sbtabreact549	C00269 + C00093 <=> C00055 + C03892 + C00080		PHOSPHAGLYPSYN__45__RXN	testGeneSymbol549	False	sbtabreact549
sbtabreact550	C00269 + C00065 <=> C00055 + C02737 + C00080		PHOSPHASERSYN__45__RXN	testGeneSymbol550	False	sbtabreact550
sbtabreact551	C04549 + C00001 <=> C01194 + C00009		PHOSPHATIDYLINOSITOL__45__3__45__PHOSPHATASE__45__RXN	testGeneSymbol551	False	sbtabreact551
sbtabreact552	C00001 + C04598 <=> C00033 + C04317 + C00080		_3__46__1__46__1__46__47__45__RXN	testGeneSymbol552	False	sbtabreact552
sbtabreact553	C02700 + C00001 <=> C01718 + C00080 + C00058		ARYLFORMAMIDASE__45__RXN	testGeneSymbol553	False	sbtabreact553
sbtabreact554	C00024 + C00780 <=> C00080 + C00010 + C00978		RXN3DJ__45__35528	testGeneSymbol554	True	sbtabreact554
sbtabreact555	C00745 + C00005 + C00007 <=> CPD__45__2743 + C00006 + C00001		RXN66__45__81	testGeneSymbol555	False	sbtabreact555
sbtabreact556	_3__45__oxo__45__ealmitoyl__45__ACPs + C00005 + C00080 <=> C04633 + C00006		RXN__45__9540	testGeneSymbol556	False	sbtabreact556
sbtabreact557	C00024 + C00134 <=> C02714 + C00010 + C00080		RXN__45__0	testGeneSymbol557	True	sbtabreact557
sbtabreact558	C00024 + C00315 <=> C00612 + C00080 + C00010		SPERMACTRAN__45__RXN	testGeneSymbol558	True	sbtabreact558
sbtabreact559	C00024 + C00750 <=> C02567 + C00010 + C00080		RXN__45__9939	testGeneSymbol559	True	sbtabreact559
sbtabreact560	C02846 + C00007 + C00005 + C00080 <=> C01183 + C00001 + C00006		_1__46__14__46__13__46__8__45__RXN	testGeneSymbol560	False	sbtabreact560
sbtabreact561	C00652 + C00007 <=> C06316 + C00027		_1__46__1__46__3__46__37__45__RXN	testGeneSymbol561	False	sbtabreact561
sbtabreact562	C01040 + C00007 <=> C00072 + C00027 + C00080		RXN__45__13689	testGeneSymbol562	False	sbtabreact562
sbtabreact563	C01028 + C00024 <=> C03955 + C00010		N6__45__HYDROXYLYSINE__45__O__45__ACETYLTRANSFERASE__45__RXN	testGeneSymbol563	True	sbtabreact563
sbtabreact564	C00065 <=> C00080 + C02218 + C00001		RXN__45__15125	testGeneSymbol564	False	sbtabreact564
sbtabreact565	C00065 <=> C00022 + C01342		_4__46__3__46__1__46__17__45__RXN	testGeneSymbol565	False	sbtabreact565
sbtabreact566	C00080 + C00094 + C00005 <=> C00001 + C00006 + C00283		SULFITE__45__REDUCT__45__RXN	testGeneSymbol566	False	sbtabreact566
sbtabreact567	_3__45__HYDROXY__45__DOCOSAPENTAENOYL__45__ACP + C00006 <=> _3__45__OXO__45__EICOSAPENTAENOYL__45__ACP + C00005 + C00080		RXN__45__13008	testGeneSymbol567	True	sbtabreact567
sbtabreact568	C01197 + C00010 + C00002 <=> C00323 + C00020 + C00013		RXN__45__1126	testGeneSymbol568	False	sbtabreact568
sbtabreact569	C05619 + C00010 + C00002 <=> C12203 + C00020 + C00013		RXN__45__1122	testGeneSymbol569	False	sbtabreact569
sbtabreact570	C00811 + C00010 + C00002 <=> C00223 + C00020 + C00013		_4__45__COUMARATE__45____45__COA__45__LIGASE__45__RXN	testGeneSymbol570	False	sbtabreact570
sbtabreact571	C00482 + C00010 + C00002 <=> C00411 + C00020 + C00013		RXN__45__10919	testGeneSymbol571	False	sbtabreact571
sbtabreact572	C04780 + C00010 + C00002 <=> CPD__45__11517 + C00020 + C00013		RXN__45__10695	testGeneSymbol572	False	sbtabreact572
sbtabreact573	C00342 + C15498 <=> C00343 + C00069 + C00001		RXN0__45__5468	testGeneSymbol573	True	sbtabreact573
sbtabreact574	R2OH__45__Straight__45__Chain__45__234__45__Sat__45__FA + C00002 + C00010 <=> R2__45__2OH__45__Straight__45__Chain__45__234__45__Sat__45__FA__45__CoA + C00020 + C00013		RXN66__45__474	testGeneSymbol574	False	sbtabreact574
