!!SBtab	SBtabVersion=’1.0’	TableType=’Reaction’	TableName=’K. brasiliensis SBTab Reaction Table’
!ID	!ReactionFormula	!Identifiers:kegg.reaction	!Identifiers:biocyc	!Gene:Symbol	!IsReversible
sbtabcomp329	C11509 + C00004 + C00007 <=> C04840 + C00003 + C00001		RXN__45__6269__45__CPD__45__5845__47__NADH__47__OXYGEN__45__MOLECULE__47____47__CPD__45__5846__47__NAD__47__WATER__46__50__46__	testGeneSymbol329	False
sbtabcomp330	C04814 + C00005 + C00080 + C00007 <=> C11509 + C00006 + C00001		RXN__45__6271__45__CPD__45__5847__47__NADPH__47__PROTON__47__OXYGEN__45__MOLECULE__47____47__CPD__45__5845__47__NADP__47__WATER__46__59__46__	testGeneSymbol330	False
sbtabcomp331	C04814 + C00004 + C00080 + C00007 <=> C11509 + C00003 + C00001		RXN__45__6271__45__CPD__45__5847__47__NADH__47__PROTON__47__OXYGEN__45__MOLECULE__47____47__CPD__45__5845__47__NAD__47__WATER__46__57__46__	testGeneSymbol331	False
sbtabcomp332	C02291 + C00001 <=> C01342 + C00022 + C00155		CYSTATHIONINE__45__BETA__45__LYASE__45__RXN	testGeneSymbol332	False
sbtabcomp333	C04530 + C00005 + C00007 + C00080 <=> C04840 + C00006 + C00001		RXN__45__13188__45__44__45__DIMETHYL__45__5ALPHA__45__CHOLEST__45__7__45__EN__45__3BET__47__NADPH__47__OXYGEN__45__MOLECULE__47__PROTON__47____47__CPD__45__5846__47__NADP__47__WATER__46__87__46__	testGeneSymbol333	False
sbtabcomp334	C04530 + C00004 + C00007 + C00080 <=> C04840 + C00003 + C00001		RXN__45__13188__45__44__45__DIMETHYL__45__5ALPHA__45__CHOLEST__45__7__45__EN__45__3BET__47__NADH__47__OXYGEN__45__MOLECULE__47__PROTON__47____47__CPD__45__5846__47__NAD__47__WATER__46__85__46__	testGeneSymbol334	False
sbtabcomp335	C03588 + C00006 <=> C00762 + C00005 + C00080		CORTISONE__45__ALPHA__45__REDUCTASE__45__RXN	testGeneSymbol335	True
sbtabcomp336	C01507 + C00003 <=> CPD__45__15616 + C00004 + C00080		L__45__IDITOL__45__2__45__DEHYDROGENASE__45__RXN	testGeneSymbol336	True
sbtabcomp337	C00085 + C00002 <=> C00080 + C00665 + C00008		_6__45__PHOSPHOFRUCTO__45__2__45__KINASE__45__RXN	testGeneSymbol337	False
sbtabcomp338	C00280 + C00005 + C00080 <=> C00674 + C00006		_1__46__3__46__99__46__5__45__RXN__45__CPD__45__342__47__NADP__47____47__ANDROST4ENE__47__NADPH__47__PROTON__46__39__46__	testGeneSymbol338	False
sbtabcomp339	C05108 + C00005 + C00007 + C00080 <=> C15808 + C00006 + C00001		RXN__45__13712__45__44__45__DIMETHYL__45__824__45__CHOLESTADIENOL__47__NADPH__47__OXYGEN__45__MOLECULE__47__PROTON__47____47__CPD__45__4577__47__NADP__47__WATER__46__81__46__	testGeneSymbol339	False
sbtabcomp340	C05108 + C00004 + C00007 + C00080 <=> C15808 + C00003 + C00001		RXN__45__13712__45__44__45__DIMETHYL__45__824__45__CHOLESTADIENOL__47__NADH__47__OXYGEN__45__MOLECULE__47__PROTON__47____47__CPD__45__4577__47__NAD__47__WATER__46__79__46__	testGeneSymbol340	False
sbtabcomp341	C00794 + C00003 <=> CPD__45__15382 + C00004 + C00080		RXN__45__7644	testGeneSymbol341	False
sbtabcomp342	C03238 + C00006 <=> C00599 + C00005 + C00080		CHOLESTENONE__45__5__45__ALPHA__45__REDUCTASE__45__RXN	testGeneSymbol342	True
sbtabcomp343	C00532 + C00003 <=> C00312 + C00004 + C00080		L__45__ARABINITOL__45__4__45__DEHYDROGENASE__45__RXN	testGeneSymbol343	True
sbtabcomp344	C05103 + C00005 + C00007 + C00080 <=> CPD__45__4702 + C00006 + C00001		RXN__45__13709__45__4__45__METHYL__45__824__45__CHOLESTADIENOL__47__NADPH__47__OXYGEN__45__MOLECULE__47__PROTON__47____47__CPD__45__4702__47__NADP__47__WATER__46__78__46__	testGeneSymbol344	False
sbtabcomp345	C05103 + C00004 + C00007 + C00080 <=> CPD__45__4702 + C00003 + C00001		RXN__45__13709__45__4__45__METHYL__45__824__45__CHOLESTADIENOL__47__NADH__47__OXYGEN__45__MOLECULE__47__PROTON__47____47__CPD__45__4702__47__NAD__47__WATER__46__76__46__	testGeneSymbol345	False
sbtabcomp346	C00451 + C00003 <=> C00026 + C00011 + C00004		ISOCITRATE__45__DEHYDROGENASE__45__NAD__43____45__RXN	testGeneSymbol346	False
sbtabcomp347	C00350 + C00019 <=> C01241 + C00021 + C00080		_2__46__1__46__1__46__17__45__RXN	testGeneSymbol347	False
sbtabcomp348	C02794 + C00026 <=> C05645 + C00025		RXN__45__10721	testGeneSymbol348	True
sbtabcomp349	C05110 + C00005 + C00007 + C00080 <=> CPD__45__8619 + C00006 + C00001		RXN__45__13710__45__CPD__45__4184__47__NADPH__47__OXYGEN__45__MOLECULE__47__PROTON__47____47__CPD__45__8619__47__NADP__47__WATER__46__59__46__	testGeneSymbol349	False
sbtabcomp350	C05110 + C00004 + C00007 + C00080 <=> CPD__45__8619 + C00003 + C00001		RXN__45__13710__45__CPD__45__4184__47__NADH__47__OXYGEN__45__MOLECULE__47__PROTON__47____47__CPD__45__8619__47__NAD__47__WATER__46__57__46__	testGeneSymbol350	False
sbtabcomp351	C00001 + C03875 <=> C00080 + C00009 + C01003		MYOSIN__45__LIGHT__45__CHAIN__45__PHOSPHATASE__45__RXN	testGeneSymbol351	False
sbtabcomp352	C01718 + C00026 <=> C00025 + C01252		_2__46__6__46__1__46__7__45__RXN	testGeneSymbol352	True
sbtabcomp353	C15915 + C00005 + C00007 + C00080 <=> CPD__45__8613 + C00006 + C00001		RXN__45__13711__45__CPD__45__8610__47__NADPH__47__OXYGEN__45__MOLECULE__47__PROTON__47____47__CPD__45__8613__47__NADP__47__WATER__46__59__46__	testGeneSymbol353	False
sbtabcomp354	C15915 + C00004 + C00007 + C00080 <=> CPD__45__8613 + C00003 + C00001		RXN__45__13711__45__CPD__45__8610__47__NADH__47__OXYGEN__45__MOLECULE__47__PROTON__47____47__CPD__45__8613__47__NAD__47__WATER__46__57__46__	testGeneSymbol354	False
sbtabcomp355	C00019 <=> C00080 + C00170 + C01234		_4__46__4__46__1__46__14__45__RXN	testGeneSymbol355	True
sbtabcomp356	C02637 <=> C00230 + C00001		DHSHIKIMATE__45__DEHYDRO__45__RXN	testGeneSymbol356	False
sbtabcomp357	C00251 + C00064 <=> C11355 + C00025		PABASYN__45__RXN	testGeneSymbol357	True
sbtabcomp358	L__45__Glutamyl__45__Peptides + C00001 <=> C00025 + C00017 + C00080		_3__46__4__46__11__46__7__45__RXN	testGeneSymbol358	False
sbtabcomp359	C00420 + C00031 <=> C02052 + C00897		RXN__45__14260	testGeneSymbol359	True
sbtabcomp360	CPD__45__14437 + C00064 <=> CPD__45__14436 + C00025		RXN__45__13456	testGeneSymbol360	True
sbtabcomp361	C00221 + C01936 <=> C00420 + C00897		RXN__45__14261__45__GLC__47__MALTOHEXAOSE__47____47__MALTOPENTAOSE__47__ALPHA__45__MALTOSE__46__46__46__	testGeneSymbol361	True
sbtabcomp362	C00655 + C01342 + C00002 <=> C00144 + C00020 + C00013 + C00080		GMP__45__SYN__45__NH3__45__RXN	testGeneSymbol362	False
sbtabcomp363	C00002 + C00309 <=> C00080 + C00008 + C00199		D__45__RIBULOKIN__45__RXN	testGeneSymbol363	False
sbtabcomp364	C00655 + C00001 + C00064 + C00002 <=> C00080 + C00025 + C00144 + C00013 + C00020		GMP__45__SYN__45__GLUT__45__RXN	testGeneSymbol364	False
sbtabcomp365	C01936 + C00897 <=> C00221 + G00689		MALTODEG__45__RXN__45__MALTOHEXAOSE__47__ALPHA__45__MALTOSE__47____47__GLC__47__CPD0__45__1133__46__42__46__	testGeneSymbol365	True
sbtabcomp366	C01835 + C00897 <=> C02052 + C00031		AMYLOMALT__45__RXN	testGeneSymbol366	False
sbtabcomp367	C01194 <=> C00641 + C04299		_3__46__1__46__4__46__10__45__RXN	testGeneSymbol367	True
sbtabcomp368	C00416 + C00001 <=> C00641 + C00009		PHOSPHATIDATE__45__PHOSPHATASE__45__RXN	testGeneSymbol368	False
sbtabcomp369	C01450 + C00005 + C00080 <=> C01612 + C00006		CARBONYL__45__REDUCTASE__45__NADPH__45__RXN	testGeneSymbol369	False
sbtabcomp370	C00063 + C00416 + C00080 <=> C00269 + C00013		CDPDIGLYSYN__45__RXN	testGeneSymbol370	False
sbtabcomp371	C00381 + C00063 <=> C00110 + C00080 + C00112		DOLICHOL__45__KINASE__45__RXN	testGeneSymbol371	True
sbtabcomp372	C00053 + C00342 <=> C00054 + C00094 + C00343 + C00080		_1__46__8__46__4__46__8__45__RXN	testGeneSymbol372	False
sbtabcomp373	C05379 + C00080 <=> C00026 + C00011		RXN__45__8642	testGeneSymbol373	False
sbtabcomp374	C00451 + C00006 <=> C05379 + C00005 + C00080		RXN__45__9951	testGeneSymbol374	False
sbtabcomp375	C01261 + C00001 <=> C00080 + C00044 + C00144		_3__46__6__46__1__46__17__45__RXN	testGeneSymbol375	True
sbtabcomp376	C00257 + C00006 <=> C01062 + C00005 + C00080		GLUCONATE__45__5__45__DEHYDROGENASE__45__RXN__45__GLUCONATE__47__NADP__47____47__5__45__DEHYDROGLUCONATE__47__NADPH__47__PROTON__46__48__46__	testGeneSymbol376	False
sbtabcomp377	C00257 + C00003 <=> C01062 + C00004 + C00080		GLUCONATE__45__5__45__DEHYDROGENASE__45__RXN__45__GLUCONATE__47__NAD__47____47__5__45__DEHYDROGLUCONATE__47__NADH__47__PROTON__46__46__46__	testGeneSymbol377	False
sbtabcomp378	C00451 + C00006 <=> C00026 + C00011 + C00005		ISOCITDEH__45__RXN	testGeneSymbol378	False
sbtabcomp379	C11556 + C00001 <=> C04549 + C00009		RXN__45__10938	testGeneSymbol379	False
sbtabcomp380	C00052 + C00137 <=> C00080 + C01235 + C00015		_2__46__4__46__1__46__123__45__RXN	testGeneSymbol380	True
sbtabcomp381	C04549 + C00002 <=> C11556 + C00008 + C00080		_2__46__7__46__1__46__150__45__RXN	testGeneSymbol381	False
sbtabcomp382	C04637 + C00002 <=> C05981 + C00008 + C00080		_2__46__7__46__1__46__153__45__RXN	testGeneSymbol382	False
sbtabcomp383	C01277 + C00002 <=> C11554 + C00008 + C00080		_2__46__7__46__1__46__154__45__RXN	testGeneSymbol383	False
sbtabcomp384	C01194 + C00002 <=> C01277 + C00008 + C00080		_1__45__PHOSPHATIDYLINOSITOL__45__KINASE__45__RXN	testGeneSymbol384	False
sbtabcomp385	C01277 + C00002 <=> C04637 + C00008 + C00080		_2__46__7__46__1__46__68__45__RXN	testGeneSymbol385	False
sbtabcomp386	C00080 + C00001 + C00559 <=> C01342 + C05512		ADDALT__45__RXN	testGeneSymbol386	False
sbtabcomp387	C00080 + C00001 + C00212 <=> C01342 + C00294		ADENODEAMIN__45__RXN	testGeneSymbol387	False
sbtabcomp388	C00006 + C01050 <=> C00080 + C00005 + C04631		UDPNACETYLMURAMATEDEHYDROG__45__RXN	testGeneSymbol388	True
sbtabcomp389	C19765 + C02061 <=> C19764 + C02185		RXN__45__12244	testGeneSymbol389	False
sbtabcomp390	C05421 + C02061 <=> C19765 + C02185		RXN__45__12243	testGeneSymbol390	False
sbtabcomp391	C05421 + C02061 <=> C19764 + C02185		RXN__45__11355	testGeneSymbol391	False
sbtabcomp392	C04840 + C00006 <=> C04453 + C00011 + C00005		_1__46__1__46__1__46__170__45__RXN__45__CPD__45__5846__47__NADP__47____47__4__45__ALPHA__45__METHYL__45__5__45__ALPHA__45__CHOLEST__45__7__45__EN__45__3__45__ON__47__CARBON__45__DIOXIDE__47__NADPH__46__77__46__	testGeneSymbol392	False
sbtabcomp393	C04840 + C00003 <=> C04453 + C00011 + C00004		_1__46__1__46__1__46__170__45__RXN__45__CPD__45__5846__47__NAD__47____47__4__45__ALPHA__45__METHYL__45__5__45__ALPHA__45__CHOLEST__45__7__45__EN__45__3__45__ON__47__CARBON__45__DIOXIDE__47__NADH__46__75__46__	testGeneSymbol393	False
sbtabcomp394	C00001 + C00499 <=> C00603 + C00086		ALLANTOICASE__45__RXN	testGeneSymbol394	True
sbtabcomp395	CPD__45__4702 + C00006 <=> CPD__45__4581 + C00005 + C00011		RXN__45__13926__45__CPD__45__4702__47__NADP__47____47__CPD__45__4581__47__NADPH__47__CARBON__45__DIOXIDE__46__45__46__	testGeneSymbol395	False
sbtabcomp396	CPD__45__4702 + C00003 <=> CPD__45__4581 + C00004 + C00011		RXN__45__13926__45__CPD__45__4702__47__NAD__47____47__CPD__45__4581__47__NADH__47__CARBON__45__DIOXIDE__46__43__46__	testGeneSymbol396	False
sbtabcomp397	C15808 + C00006 <=> C15816 + C00005 + C00011		RXN__45__13926__45__CPD__45__4577__47__NADP__47____47__CPD__45__4578__47__NADPH__47__CARBON__45__DIOXIDE__46__45__46__	testGeneSymbol397	False
sbtabcomp398	C15808 + C00003 <=> C15816 + C00004 + C00011		RXN__45__13926__45__CPD__45__4577__47__NAD__47____47__CPD__45__4578__47__NADH__47__CARBON__45__DIOXIDE__46__43__46__	testGeneSymbol398	False
sbtabcomp399	CPD__45__8619 + C00006 <=> CPD__45__8620 + C00005 + C00011		RXN__45__13926__45__CPD__45__8619__47__NADP__47____47__CPD__45__8620__47__NADPH__47__CARBON__45__DIOXIDE__46__45__46__	testGeneSymbol399	False
sbtabcomp400	CPD__45__8619 + C00003 <=> CPD__45__8620 + C00004 + C00011		RXN__45__13926__45__CPD__45__8619__47__NAD__47____47__CPD__45__8620__47__NADH__47__CARBON__45__DIOXIDE__46__43__46__	testGeneSymbol400	False
sbtabcomp401	C00254 + C00003 <=> C01179 + C00011 + C00004		PREPHENATEDEHYDROG__45__RXN	testGeneSymbol401	False
sbtabcomp402	C01304 + C00004 + C00080 <=> C18910 + C00003		RXN__45__10057	testGeneSymbol402	False
sbtabcomp403	C00424 + C00003 + C00001 <=> C00186 + C00004 + C00080		LACTALDDEHYDROG__45__RXN	testGeneSymbol403	False
sbtabcomp404	C00061 + C00002 + C00080 <=> C00016 + C00013		FADSYN__45__RXN	testGeneSymbol404	False
sbtabcomp405	BCCP__45__monomers + C00120 + C00002 <=> C00013 + C00020 + BCCP__45__biotin__45__monomers		BIOTINLIG__45__RXN	testGeneSymbol405	False
sbtabcomp406	C00623 + C00001 <=> C00116 + C00009		RXN__45__14964	testGeneSymbol406	False
sbtabcomp407	Glycerol__45__1__45__ehosphate + C00001 <=> C00116 + C00009		GLYCEROL__45__1__45__PHOSPHATASE__45__RXN	testGeneSymbol407	False
sbtabcomp408	C00493 + C00002 <=> C00080 + C03175 + C00008		SHIKIMATE__45__KINASE__45__RXN	testGeneSymbol408	False
sbtabcomp409	C00093 + C00001 <=> C00116 + C00009		RXN__45__14965	testGeneSymbol409	False
sbtabcomp410	C00080 + C00005 + C00415 <=> C00006 + C00101		DIHYDROFOLATEREDUCT__45__RXN	testGeneSymbol410	False
sbtabcomp411	C02814 + C00007 <=> C00080 + C02222		RXN__45__10137	testGeneSymbol411	False
sbtabcomp412	C20062 <=> C19975		RXN0__45__6510	testGeneSymbol412	False
sbtabcomp413	CPD0__45__2364 + C00010 <=> CPD0__45__2365 + C00024		RXN0__45__6512	testGeneSymbol413	False
sbtabcomp414	C00090 + C00007 <=> C00080 + C02480		CATECHOL__45__12__45__DIOXYGENASE__45__RXN	testGeneSymbol414	False
sbtabcomp415	C02232 + C00010 <=> C00091 + C00024		RXN__45__3641	testGeneSymbol415	False
sbtabcomp416	C06123 + C00005 + C00080 <=> C00517 + C00006		_2__45__HEXADECENAL__45__REDUCTASE__45__RXN	testGeneSymbol416	False
sbtabcomp417	C05258 + C00003 <=> C05259 + C00004 + C00080		RXN__45__14271	testGeneSymbol417	True
sbtabcomp418	C00003 + C04405 <=> C00080 + C00004 + C03344		_1__46__1__46__1__46__178__45__RXN	testGeneSymbol418	False
sbtabcomp419	C04489 + C00155 <=> C04144 + C00073		HOMOCYSMET__45__RXN	testGeneSymbol419	False
sbtabcomp420	C00002 + C00024 + Carboxybiotin__45__BCCP + C00001 <=> C00083 + BCCP__45__dimers + C00008 + C00009 + C00080		RXN0__45__5055	testGeneSymbol420	False
sbtabcomp421	C00002 + C00024 + C00288 <=> C00080 + C00083 + C00009 + C00008		ACETYL__45__COA__45__CARBOXYLTRANSFER__45__RXN	testGeneSymbol421	False
sbtabcomp422	C09819 + C00006 <=> C09820 + C00005 + C00080		RXN__45__905	testGeneSymbol422	True
sbtabcomp423	Long__45__Chain__45__3S__45__Hydroxyacyl__45__CoAs <=> Long__45__Chain__45__Trans__45__23__45__Dehydroacyl__45__CoA + C00001		LONG__45__CHAIN__45__ENOYL__45__COA__45__HYDRATASE__45__RXN	testGeneSymbol423	True
sbtabcomp424	C06428 + C00002 + C00010 <=> CPD__45__14018 + C00013 + C00020		RXN__45__12978	testGeneSymbol424	False
sbtabcomp425	GlcA__45__Gal__45__Gal__45__Xyl__45__Proteins + C00043 <=> C15656 + C00080 + C00015		_2__46__4__46__1__46__223__45__RXN	testGeneSymbol425	True
sbtabcomp426	CPD0__45__1163 + C00003 <=> CPD__45__15244 + C00004 + C00080		RXN__45__14393	testGeneSymbol426	True
sbtabcomp427	C00002 + C06427 + C00010 <=> C16162 + C00013 + C00020		LINOLENOYL__45__RXN	testGeneSymbol427	False
sbtabcomp428	C03561 + C00003 <=> C00332 + C00004 + C00080		RXN66__45__485__45__CPD__45__650__47__NAD__47____47__ACETOACETYL__45__COA__47__NADH__47__PROTON__46__41__46__	testGeneSymbol428	False
sbtabcomp429	POLYMER__45__INST__45__D__45__3__45__HYDROXYACYL__45__COA__45__C2__45__H4 + C00003 <=> C05269 + C00004 + C00080		RXN66__45__485__45__POLYMER__45__INST__45__D__45__3__45__HYDROXYACYL__45__COA__45__C2__45__H4__47__NAD__47____47__K__45__HEXANOYL__45__COA__47__NADH__47__PROTON__46__71__46__	testGeneSymbol429	False
sbtabcomp430	POLYMER__45__INST__45__D__45__3__45__HYDROXYACYL__45__COA__45__C4__45__H8 + C00003 <=> C05267 + C00004 + C00080		RXN66__45__485__45__POLYMER__45__INST__45__D__45__3__45__HYDROXYACYL__45__COA__45__C4__45__H8__47__NAD__47____47__CPD0__45__2106__47__NADH__47__PROTON__46__66__46__	testGeneSymbol430	False
sbtabcomp431	CPD__45__12777 + C00003 <=> C05265 + C00004 + C00080		RXN66__45__485__45__CPD__45__12777__47__NAD__47____47__CPD0__45__2123__47__NADH__47__PROTON__46__37__46__	testGeneSymbol431	False
sbtabcomp432	POLYMER__45__INST__45__D__45__3__45__HYDROXYACYL__45__COA__45__C8__45__H16 + C00003 <=> C05263 + C00004 + C00080		RXN66__45__485__45__POLYMER__45__INST__45__D__45__3__45__HYDROXYACYL__45__COA__45__C8__45__H16__47__NAD__47____47__CPD0__45__2105__47__NADH__47__PROTON__46__67__46__	testGeneSymbol432	False
sbtabcomp433	POLYMER__45__INST__45__D__45__3__45__HYDROXYACYL__45__COA__45__C10__45__WATER + C00003 <=> C05261 + C00004 + C00080		RXN66__45__485__45__POLYMER__45__INST__45__D__45__3__45__HYDROXYACYL__45__COA__45__C10__45__H20__47__NAD__47____47__CPD__45__10284__47__NADH__47__PROTON__46__68__46__	testGeneSymbol433	False
sbtabcomp434	POLYMER__45__INST__45__D__45__3__45__HYDROXYACYL__45__COA__45__C12__45__H24 + C00003 <=> C05259 + C00004 + C00080		RXN66__45__485__45__POLYMER__45__INST__45__D__45__3__45__HYDROXYACYL__45__COA__45__C12__45__H24__47__NAD__47____47__3__45__OXOPALMITOYL__45__COA__47__NADH__47__PROTON__46__77__46__	testGeneSymbol434	False
sbtabcomp435	C16217 + C00003 <=> POLYMER__45__INST__45__3__45__KETOACYL__45__COA__45__C14__45__H28 + C00004 + C00080		RXN66__45__485__45__CPD__45__10261__47__NAD__47____47__POLYMER__45__INST__45__3__45__KETOACYL__45__COA__45__C14__45__H28__47__NADH__47__PROTON__46__63__46__	testGeneSymbol435	False
sbtabcomp436	CPD__45__14275 + C00003 <=> CPD__45__14271 + C00004 + C00080		RXN66__45__485__45__CPD__45__14275__47__NAD__47____47__CPD__45__14271__47__NADH__47__PROTON__46__37__46__	testGeneSymbol436	False
sbtabcomp437	C02341 + C00019 <=> C11515 + C00021		_2__46__1__46__1__46__145__45__RXN	testGeneSymbol437	True
sbtabcomp438	C00506 + C00026 <=> C05528 + C00025		RXN__45__11737	testGeneSymbol438	True
sbtabcomp439	C00049 + C00026 <=> C00025 + C00036		ASPAMINOTRANS__45__RXN	testGeneSymbol439	True
sbtabcomp440	C01697 + C00003 <=> CPD__45__13036 + C00004 + C00080		RXN__45__12079	testGeneSymbol440	False
sbtabcomp441	C00080 + C00065 + C00154 <=> C00011 + C02934 + C00010		SERINE__45__C__45__PALMITOYLTRANSFERASE__45__RXN	testGeneSymbol441	False
sbtabcomp442	C00001 + C00919 <=> C00080 + C00059 + C00114		CHOLINE__45__SULFATASE__45__RXN	testGeneSymbol442	False
sbtabcomp443	C00320 + C01326 <=> C00080 + C00094 + C01755		THIOSULFATE__45__SULFURTRANSFERASE__45__RXN	testGeneSymbol443	False
sbtabcomp444	C03561 <=> C00001 + C00877		_3__45__HYDROXBUTYRYL__45__COA__45__DEHYDRATASE__45__RXN	testGeneSymbol444	True
sbtabcomp445	C00556 + C00003 <=> C00080 + C00261 + C00004		BENZYL__45__ALC__45__DEHYDROGENASE__45__RXN	testGeneSymbol445	True
sbtabcomp446	C06430 + C00003 + C00001 <=> C00818 + C00004 + C00080		RXN__45__14225	testGeneSymbol446	True
sbtabcomp447	C00116 + C00006 <=> C02426 + C00005 + C00080		RXN__45__11382	testGeneSymbol447	True
sbtabcomp448	Odd__45__Straight__45__Chain__45__234__45__Sat__45__FALD + C00003 + C00001 <=> Odd__45__Straight__45__Chain__45__234__45__Sat__45__FA + C00004 + C00080		RXN66__45__476	testGeneSymbol448	True
sbtabcomp449	C05583 + C00003 + C00001 <=> C05584 + C00004 + C00080		RXN__45__10917	testGeneSymbol449	True
sbtabcomp450	C02588 + C00001 <=> C00473 + C00249 + C00080		_3__46__1__46__1__46__64__45__RXN	testGeneSymbol450	False
sbtabcomp451	C00546 + C00005 + C00080 <=> C00424 + C00006		_1__46__1__46__1__46__283__45__RXN	testGeneSymbol451	False
sbtabcomp452	C05634 + C00003 + C00001 <=> C05635 + C00004 + C00080		RXN__45__10780	testGeneSymbol452	True
sbtabcomp453	CPD__45__15190 + C00005 + C00007 + C00080 <=> CPD__45__15191 + C00006 + C00001		RXN__45__14292	testGeneSymbol453	False
sbtabcomp454	C20635 + C00001 <=> C00080 + C00954 + C00132		RXN__45__10711	testGeneSymbol454	False
sbtabcomp455	CPD__45__13174 + C00001 <=> CPD__45__13172 + C02323 + C00080		RXN__45__12252	testGeneSymbol455	False
sbtabcomp456	C02576 + C00003 + C00001 <=> CPD__45__12443 + C00004 + C00080		RXN__45__14280	testGeneSymbol456	True
sbtabcomp457	C11512 + C00001 <=> C08491 + C00132 + C00080		RXN__45__10767	testGeneSymbol457	False
sbtabcomp458	C12305 + C00001 <=> C00080 + C00805 + C00132		RXNQT__45__4366	testGeneSymbol458	False
sbtabcomp459	C05130 + C00001 + C00003 <=> C02835 + C00004 + C00080		RXN__45__10089	testGeneSymbol459	True
sbtabcomp460	C02391 + C00001 <=> C00069 + C00060 + C00080		CARBOXYLESTERASE__45__RXN	testGeneSymbol460	False
sbtabcomp461	C00492 + C00001 <=> C00984 + C00089		RXN__45__11502	testGeneSymbol461	False
sbtabcomp462	C05577 + C00003 + C00001 <=> C05580 + C00004 + C00080		RXN__45__10912	testGeneSymbol462	True
sbtabcomp463	C00052 + B__45__Gal__45__14__45__NacGlc__45__R <=> C04855 + C00080 + C00015		_2__46__4__46__1__46__151__45__RXN	testGeneSymbol463	False
sbtabcomp464	CPD__45__10472 + C00001 + C00003 <=> C04022 + C00004 + C00080		RXN__45__9758	testGeneSymbol464	True
sbtabcomp465	C05985 + C00003 + C00001 <=> C00804 + C00004 + C00080		RXN__45__14224	testGeneSymbol465	True
sbtabcomp466	_2__45__Me__45__Branched__45__234__45__Sat__45__FALD + C00003 + C00001 <=> _2__45__Me__45__Branched__45__234__45__Sat__45__FA + C00004 + C00080		RXN66__45__472	testGeneSymbol466	True
sbtabcomp467	C00118 + C00003 + C00001 <=> C00197 + C00004 + C00080		RXN__45__3443	testGeneSymbol467	False
sbtabcomp468	C04043 + C00003 + C00001 <=> C00080 + C01161 + C00004		RXN6666__45__5	testGeneSymbol468	True
sbtabcomp469	C00258 + C00003 <=> C00080 + C01146 + C00004		RXN0__45__5289	testGeneSymbol469	True
sbtabcomp470	C00146 + C00007 + C00005 + C00080 <=> C00090 + C00001 + C00006		PHENOL__45__2__45__MONOOXYGENASE__45__RXN	testGeneSymbol470	False
sbtabcomp471	C00048 + C00065 <=> C00168 + C00037		SERINE__45__GLYOXYLATE__45__AMINOTRANSFERASE__45__RXN	testGeneSymbol471	True
sbtabcomp472	C00080 + C00168 + C00004 <=> C00258 + C00003		GLYCERATE__45__DEHYDROGENASE__45__RXN	testGeneSymbol472	False
sbtabcomp473	C00080 + C00168 + C00005 <=> C00258 + C00006		RXN0__45__300	testGeneSymbol473	False
sbtabcomp474	C05271 + C00001 <=> C05268		ENOYL__45__COA__45__HYDRAT__45__RXN__45__OH__45__HEXANOYL__45__COA__47____47__CPD0__45__2121__47__WATER__46__33__46__	testGeneSymbol474	False
sbtabcomp475	C05276 + C00001 <=> C05266		RXN__45__14276	testGeneSymbol475	True
sbtabcomp476	C03221 + C00001 <=> POLYMER__45__INST__45__L__45__3__45__HYDROXYACYL__45__COA__45__C8__45__H16		ENOYL__45__COA__45__HYDRAT__45__RXN__45__POLYMER__45__INST__45__L__45__3__45__HYDROXYACYL__45__COA__45__C8__45__H16__47____47__CPD__45__7222__47__WATER__46__56__46__	testGeneSymbol476	False
sbtabcomp477	POLYMER__45__INST__45__TRANS__45__D2__45__ENOYL__45__COA__45__C10__45__WATER + C00001 <=> POLYMER__45__INST__45__L__45__3__45__HYDROXYACYL__45__COA__45__C10__45__WATER		ENOYL__45__COA__45__HYDRAT__45__RXN__45__POLYMER__45__INST__45__L__45__3__45__HYDROXYACYL__45__COA__45__C10__45__H20__47____47__POLYMER__45__INST__45__TRANS__45__D2__45__ENOYL__45__COA__45__C10__45__H20__47__WATER__46__88__46__	testGeneSymbol477	False
sbtabcomp478	POLYMER__45__INST__45__TRANS__45__D2__45__ENOYL__45__COA__45__C12__45__H24 + C00001 <=> C05258		ENOYL__45__COA__45__HYDRAT__45__RXN__45__CPD0__45__2232__47____47__POLYMER__45__INST__45__TRANS__45__D2__45__ENOYL__45__COA__45__C12__45__H24__47__WATER__46__57__46__	testGeneSymbol478	False
sbtabcomp479	C16218 + C00001 <=> POLYMER__45__INST__45__L__45__3__45__HYDROXYACYL__45__COA__45__C14__45__H28		ENOYL__45__COA__45__HYDRAT__45__RXN__45__POLYMER__45__INST__45__L__45__3__45__HYDROXYACYL__45__COA__45__C14__45__H28__47____47__CPD__45__10262__47__WATER__46__58__46__	testGeneSymbol479	False
sbtabcomp480	POLYMER__45__INST__45__TRANS__45__D2__45__ENOYL__45__COA__45__C16__45__H32 + C00001 <=> POLYMER__45__INST__45__L__45__3__45__HYDROXYACYL__45__COA__45__C16__45__H32		ENOYL__45__COA__45__HYDRAT__45__RXN__45__POLYMER__45__INST__45__L__45__3__45__HYDROXYACYL__45__COA__45__C16__45__H32__47____47__POLYMER__45__INST__45__TRANS__45__D2__45__ENOYL__45__COA__45__C16__45__H32__47__WATER__46__88__46__	testGeneSymbol480	False
